Name,Location,City,P.O Box,Phone,Company Page Link,Logo URL
Lifestyle Family Restaurant,"Al Ahli House - 4, Qusais, Dubai",Dubai,,04-2589940,https://www.yellowpages-uae.com/lifestyle-family-restaurant-143558.html,https://media.yellowpages-uae.com/images/placeholder.png
Light Food Retaurant And Cafeteria,"Near New Burjuman Centre, Bhnd Iranian School, Karama, Dubai",Dubai,,04-3963562,https://www.yellowpages-uae.com/light-food-retaurant-and-cafeteria-175265.html,https://media.yellowpages-uae.com/images/placeholder.png
Light Star Cafeteria,"Near Palm Beach Hotel, Bur Dubai, Dubai",Dubai,,04-3554121,https://www.yellowpages-uae.com/light-star-cafeteria-175310.html,https://media.yellowpages-uae.com/images/placeholder.png
Little Manila Restaurant,,,,800 626452,https://www.yellowpages-uae.com/little-manila-restaurant-175339.html,https://media.yellowpages-uae.com/images/placeholder.png
Lolas Best Restaurant,"Jafliya, Dubai",Dubai,,04-3989193,https://www.yellowpages-uae.com/lolas-best-restaurant-147779.html,https://media.yellowpages-uae.com/images/placeholder.png
London Fish & Chips,"Mirdif City Centre, Dubai",Dubai,,800 566366,https://www.yellowpages-uae.com/london-fish-chips-175357.html,https://media.yellowpages-uae.com/images/placeholder.png
Lubna Restaurant,"Bhnd National Bank Of Dubai, Near Astoria, Meena Bazar, Bur Dubai, Dubai",Dubai,45595,04-3550498,https://www.yellowpages-uae.com/lubna-restaurant-175293.html,https://media.yellowpages-uae.com/images/placeholder.png
Luciano,"Dubai Marina, Dubai",Dubai,,04-3995000,https://www.yellowpages-uae.com/luciano-67732.html,https://media.yellowpages-uae.com/images/placeholder.png
Luna Restaurant and Coffee Shop,"Madhab Area, Fujairah",Fujairah,206,09-2233800,https://www.yellowpages-uae.com/luna-restaurant-and-coffee-shop-133648.html,https://media.yellowpages-uae.com/images/placeholder.png
Lyari Darbar Restaurant,"Al Amal Building, Opp Old Labour Office, Near Mamzar Centre, Abu Hail, Dubai",Dubai,,04-2667767,https://www.yellowpages-uae.com/lyari-darbar-restaurant-175300.html,https://media.yellowpages-uae.com/images/placeholder.png
Madeena Restaurant,"Mussafah, Abu Dhabi",Abu Dhabi,8586,02-5553727,https://www.yellowpages-uae.com/madeena-restaurant-113875.html,https://media.yellowpages-uae.com/images/placeholder.png
Madeenat Haridwar Restaurant LLC,"Near Mobaila Roundabout, Qassimiya Street, Yarmook, Sharjah",Sharjah,,06-5542929,https://www.yellowpages-uae.com/madeenat-haridwar-restaurant-llc-175593.html,https://media.yellowpages-uae.com/images/placeholder.png
Em Sherif,"Downtown Dubai, Dubai",Dubai,,04-4243000,https://www.yellowpages-uae.com/em-sherif-175831.html,https://media.yellowpages-uae.com/images/placeholder.png
Ember,"Dubai Mall, Downtown Dubai, Dubai",Dubai,,04-4388999,https://www.yellowpages-uae.com/ember-67699.html,https://media.yellowpages-uae.com/images/placeholder.png
Emirates Restaurant,"Near Alico Aluminium Co, BMW Rd, Indl Area 2, Sharjah",Sharjah,36247,06-5338200,https://www.yellowpages-uae.com/emirates-restaurant-136116.html,https://media.yellowpages-uae.com/images/placeholder.png
Emly Chilli,"Al Nahda 1, Dubai",Dubai,,04-2837474,https://www.yellowpages-uae.com/emly-chilli-68504.html,https://media.yellowpages-uae.com/images/placeholder.png
Entrecote - Al Khaleej Palace Hotel,"Near Etisalat, Maktoum St, Deira, Dubai",Dubai,3720,04-2231000,https://www.yellowpages-uae.com/entrecote-al-khaleej-palace-hotel-111719.html,https://media.yellowpages-uae.com/images/placeholder.png
Epicure,"Deser Palm Hotel, Al Awir Road, Dubai",Dubai,,04-3238888,https://www.yellowpages-uae.com/epicure-67381.html,https://media.yellowpages-uae.com/images/placeholder.png
Ethio Habasha Restaurant,"Muroor Rd, Abu Dhabi",Abu Dhabi,,02-4436013,https://www.yellowpages-uae.com/ethio-habasha-restaurant-145669.html,https://media.yellowpages-uae.com/images/placeholder.png
Everest Restaurant,"Al Esbij Street, Dubai",Dubai,,04-3550707,https://www.yellowpages-uae.com/everest-restaurant-175582.html,https://media.yellowpages-uae.com/images/placeholder.png
Exotic Restaurant,"Karama, Dubai",Dubai,123375,04-3965557,https://www.yellowpages-uae.com/exotic-restaurant-117803.html,https://media.yellowpages-uae.com/images/placeholder.png
Exzotica Restaurant,"Near Lotus Boutique Hotel, Al Baraha, Deira, Dubai",Dubai,20058,04-2719196,https://www.yellowpages-uae.com/exzotica-restaurant-62623.html,https://media.yellowpages-uae.com/images/placeholder.png
Faaz Al Majaz Restaurant & Cafeteria,"Behind City Max Hotel, Near Big Bazar Hypermarket, Sharjah",Sharjah,,06-5220096,https://www.yellowpages-uae.com/faaz-al-majaz-restaurant-cafeteria-175362.html,https://media.yellowpages-uae.com/images/placeholder.png
Fahid Restaurent,,,,04-2260871,https://www.yellowpages-uae.com/fahid-restaurent-101154.html,https://media.yellowpages-uae.com/images/placeholder.png
Fairways International,"The Westin Abu Dhabi Golf Resort & Spa, Khalifa City, Abu Dhabi",Abu Dhabi,,02-6169999,https://www.yellowpages-uae.com/fairways-international-175693.html,https://media.yellowpages-uae.com/images/placeholder.png
Falafel and Shawarma Cafe,"Opp Centrepoint, Karama, Dubai",Dubai,,04-3968301,https://www.yellowpages-uae.com/falafel-and-shawarma-cafe-175285.html,https://media.yellowpages-uae.com/images/placeholder.png
Falafel Express Restaurant,"Dubai Marina, Dubai",Dubai,,04-4257711,https://www.yellowpages-uae.com/falafel-express-restaurant-102779.html,https://media.yellowpages-uae.com/images/placeholder.png
Falafel Zaman,"Behind Ramada Hotel, Al Barsha, Dubai",Dubai,,04-4226131,https://www.yellowpages-uae.com/falafel-zaman-175579.html,https://media.yellowpages-uae.com/images/placeholder.png
Falla Juice & Snacks,"Jumeirah St, Umm Suqeim 2, Dubai",Dubai,,800-32552,https://www.yellowpages-uae.com/falla-juice-snacks-146564.html,https://media.yellowpages-uae.com/images/placeholder.png
Family Palace Restaurant LLC,"Opp Oasis Water, National Paints R/A, Kalba Rd, Sharjah",Sharjah,95368,06-5358335,https://www.yellowpages-uae.com/family-palace-restaurant-llc-147689.html,https://media.yellowpages-uae.com/images/placeholder.png
Famous Dave's,"Level 3, Abu Dhabi Mall, Abu Dhabi",Abu Dhabi,,02-6587863,https://www.yellowpages-uae.com/famous-daves-176396.html,https://media.yellowpages-uae.com/images/placeholder.png
Fanr Restaurant,"Saadiyat Island, Abu Dhabi",Abu Dhabi,,02-6575888,https://www.yellowpages-uae.com/fanr-restaurant-175694.html,https://media.yellowpages-uae.com/images/placeholder.png
Khanji Restaurant,"Behind Al Masah Crystal, Al Wahda Road, Abu Shagara, Sharjah",Sharjah,,06-5770177,https://www.yellowpages-uae.com/khanji-restaurant-175592.html,https://media.yellowpages-uae.com/images/placeholder.png
The Favourite Restaurant,"Al Falah Str, Abu Dhabi",Abu Dhabi,40032,02-6412464,https://www.yellowpages-uae.com/the-favourite-restaurant-148458.html,https://media.yellowpages-uae.com/images/placeholder.png
The Forge,"Ritz Carlton, Al Maqta, Abu Dhabi",Abu Dhabi,,02-8188282,https://www.yellowpages-uae.com/the-forge-175696.html,https://media.yellowpages-uae.com/images/placeholder.png
The Foundry,"Southern Sun, Al Zahiyah, Abu Dhabi",Abu Dhabi,,02-8184888,https://www.yellowpages-uae.com/the-foundry-175697.html,https://media.yellowpages-uae.com/images/placeholder.png
The Gem Garden,"Shaikh Zayed Road, Dubai",Dubai,,04-3234333,https://www.yellowpages-uae.com/the-gem-garden-67482.html,https://media.yellowpages-uae.com/images/placeholder.png
The Grand Grill Steakhouse,"Shk Zayed Rd, Dubai",Dubai,213059,04-3380409,https://www.yellowpages-uae.com/the-grand-grill-steakhouse-159152.html,https://media.yellowpages-uae.com/images/placeholder.png
The Huddle,"Citymax Hotel, Al Barsha, Dubai",Dubai,,04-4078000,https://www.yellowpages-uae.com/the-huddle-67483.html,https://media.yellowpages-uae.com/images/placeholder.png
The Indian Accent,"Salam Street, Abu Dhabi",Abu Dhabi,,02-8836144,https://www.yellowpages-uae.com/the-indian-accent-175506.html,https://media.yellowpages-uae.com/images/placeholder.png
The Indian Corner FZC,"SAIF Zone, Sharjah",Sharjah,9358,06-5573664,https://www.yellowpages-uae.com/the-indian-corner-fzc-137314.html,https://media.yellowpages-uae.com/images/placeholder.png
The Indian Pavillion,"Umm Suqueim / Al Wasl Road / MOE, Dubai",Dubai,,04-3941483,https://www.yellowpages-uae.com/the-indian-pavillion-67484.html,https://media.yellowpages-uae.com/images/placeholder.png
The Kebab Shop,"Z Bldg, DMCC, Dubai",Dubai,126764,04-3453365,https://www.yellowpages-uae.com/the-kebab-shop-146770.html,https://media.yellowpages-uae.com/images/placeholder.png
The Liquid Lounge,"Gold Swiss Belhotel, Bur Dubai, Dubai",Dubai,,04-3459992,https://www.yellowpages-uae.com/the-liquid-lounge-67808.html,https://media.yellowpages-uae.com/images/placeholder.png
The Lounge,"Sea View Hotel, Bur Dubai, Dubai",Dubai,,04-3558080,https://www.yellowpages-uae.com/the-lounge-67809.html,https://media.yellowpages-uae.com/images/placeholder.png
The Maine - A New England Brasserie Company,"Jumeirah, Dubai",Dubai,,04-4576719,https://www.yellowpages-uae.com/the-maine-a-new-england-brasserie-company-177576.html,https://media.yellowpages-uae.com/images/placeholder.png
The Market Place,"JW Marriot, Deira, Dubai",Dubai,,04-6077977,https://www.yellowpages-uae.com/the-market-place-67485.html,https://media.yellowpages-uae.com/images/placeholder.png
The Meat Company,"Souk Al Qaryat Al Beri, Abu Dhabi",Abu Dhabi,,02-5581713,https://www.yellowpages-uae.com/the-meat-company-175709.html,https://media.yellowpages-uae.com/images/placeholder.png
The Med,"Dubai Media City, Dubai",Dubai,,04-4271000,https://www.yellowpages-uae.com/the-med-67810.html,https://media.yellowpages-uae.com/images/placeholder.png
The Monk,"Al Aweer, Dubai",Dubai,63363,04-3335353,https://www.yellowpages-uae.com/oras-al-khaimahzai-motors-fzd-66742.html,https://media.yellowpages-uae.com/images/placeholder.png
The Monsoon,"Flora Grand Hotel, Deira, Dubai",Dubai,,04-2233344,https://www.yellowpages-uae.com/the-monsoon-67486.html,https://media.yellowpages-uae.com/images/placeholder.png
The Old Vic,"Ramada Hotel Dubai, Bur Dubai, Dubai",Dubai,,04-3519999,https://www.yellowpages-uae.com/the-old-vic-67488.html,https://media.yellowpages-uae.com/images/placeholder.png
The Retreat,"Khalifa City, Abu Dhabi",Abu Dhabi,,02-6169999,https://www.yellowpages-uae.com/the-retreat-175717.html,https://media.yellowpages-uae.com/images/placeholder.png
Khater Mirch Masala Restaurant LLC,"Karama, Dubai",Dubai,114545,04-3344334,https://www.yellowpages-uae.com/khater-mirch-masala-restaurant-llc-120924.html,https://media.yellowpages-uae.com/images/placeholder.png
Khazana,"Bhnd American Hospital, Oud Metha Rd, Dubai",Dubai,25579,04-3360061,https://www.yellowpages-uae.com/khazana-130529.html,https://media.yellowpages-uae.com/images/placeholder.png
Khebz and Meleh Restaurent,"Tawwon, Sharjah",Sharjah,,06-5255262,https://www.yellowpages-uae.com/khebz-and-meleh-restaurent-170551.html,https://media.yellowpages-uae.com/images/placeholder.png
Khoory Kabab Restaurant,"Near Al Manar Hotel, Behind Abjar Grand Hotel, Abu Hail, Dubai",Dubai,,04-2666322,https://www.yellowpages-uae.com/khoory-kabab-restaurant-175598.html,https://media.yellowpages-uae.com/images/placeholder.png
King Chef Restaurant,"Near Al Shirawi Ent, Noor Islamic Metro Station, Al Quoz, Dubai",Dubai,,04-3466262,https://www.yellowpages-uae.com/king-chef-restaurant-146539.html,https://media.yellowpages-uae.com/images/placeholder.png
King Karak Cafe,"Behind Honda Showroom, Electra Street, Abu Dhabi",Abu Dhabi,,02-6674752,https://www.yellowpages-uae.com/king-karak-cafe-175495.html,https://media.yellowpages-uae.com/images/placeholder.png
King Mindi,"Airport Rd, Abu Dhabi",Abu Dhabi,,02-6437723,https://www.yellowpages-uae.com/king-mindi-145487.html,https://media.yellowpages-uae.com/images/placeholder.png
Kisaku,"Al Khaleej Palace Hotel, Near Etisalat Bldg, Al Maktoum Rd, Dubai",Dubai,3720,04-223100,https://www.yellowpages-uae.com/kisaku-62642.html,https://media.yellowpages-uae.com/images/placeholder.png
Kobe Sizzlers,"Office 2, The Code Building, Sheikh Khalifa Bin Zayed Street, Opposite Burjuman, Dubai",Dubai,554509,04-2555816,https://www.yellowpages-uae.com/kobe-sizzlers-178713.html,https://media.yellowpages-uae.com/images/placeholder.png
Kohat Restaurant LLC,"Muroor Rd, Abu Dhabi",Abu Dhabi,26952,02-4485502,https://www.yellowpages-uae.com/kohat-restaurant-llc-131732.html,https://media.yellowpages-uae.com/images/placeholder.png
Koi Japanese Restaurant,"The Collection, Saadiyat Island, Abu Dhabi",Abu Dhabi,,02-6783334,https://www.yellowpages-uae.com/koi-japanese-restaurant-175704.html,https://media.yellowpages-uae.com/images/placeholder.png
Kolkata Rolls N' Kababs,"G Flr, Block L, Opp Parking Area, Karama Souq, Dubai",Dubai,81445,04-3796667,https://www.yellowpages-uae.com/kolkata-rolls-n-kababs-145665.html,https://media.yellowpages-uae.com/images/placeholder.png
Komedor Restaurant LLC,"Shop 1, Lahej Building, Karama, Dubai",Dubai,,04-3940007,https://www.yellowpages-uae.com/komedor-restaurant-llc-175277.html,https://media.yellowpages-uae.com/images/placeholder.png
Konkans Restaurant LLC,"Behind Sultan Bakeries, Najda Street, Abu Dhabi",Abu Dhabi,51887,02-6760588,https://www.yellowpages-uae.com/konkans-restaurant-llc-175571.html,https://media.yellowpages-uae.com/images/placeholder.png
Kosebasi,"JBR, JBR, Dubai",Dubai,,04-4393788,https://www.yellowpages-uae.com/kosebasi-102812.html,https://media.yellowpages-uae.com/images/placeholder.png
Kozhikode Star Restaurant LLC,"Deira, Dubai",Dubai,,04-2224650,https://www.yellowpages-uae.com/kozhikode-star-restaurant-llc-175279.html,https://media.yellowpages-uae.com/images/placeholder.png
Krispy Kreme Doughnuts,,,,600-525556,https://www.yellowpages-uae.com/krispy-kreme-doughnuts-147204.html,https://media.yellowpages-uae.com/images/placeholder.png
Kulcha King,"Meena Bazar, Bur Dubai, Dubai",Dubai,,800 585242,https://www.yellowpages-uae.com/kulcha-king-175329.html,https://media.yellowpages-uae.com/images/placeholder.png
Kumarakom Restaurant,"Al Mansour Bldg, Near Dubai Residential Oasis, Al Qusais, Dubai",Dubai,,04-2205858,https://www.yellowpages-uae.com/kumarakom-restaurant-68488.html,https://media.yellowpages-uae.com/images/placeholder.png
Jedoudna Restaurant,"Shop No. 12, Rimal Hotel, JBR, Dubai",Dubai,,04-4230766,https://www.yellowpages-uae.com/jedoudna-restaurant-175640.html,https://media.yellowpages-uae.com/images/placeholder.png
Jesir Al Madinah Cafeteria,"Near Al Manama Hypermarket, Opposite Traffic Police Office, Sharjah",Sharjah,46528,06-5480426,https://www.yellowpages-uae.com/jesir-al-madinah-cafeteria-175367.html,https://media.yellowpages-uae.com/images/placeholder.png
Jetty Lounge,"One & Only Royal Mirage, Sufouh, Dubai",Dubai,,04-3999999,https://www.yellowpages-uae.com/jetty-lounge-175761.html,https://media.yellowpages-uae.com/images/placeholder.png
Jharokha Indian & Chinese Restaurant,"Shop 15, Jumeirah Bay Tower, X2, JLT, Dubai",Dubai,,04-3619601,https://www.yellowpages-uae.com/jharokha-indian-chinese-restaurant-175313.html,https://media.yellowpages-uae.com/images/placeholder.png
Jimma Cafe,"Deira, Dubai",Dubai,,04-2717610,https://www.yellowpages-uae.com/jimma-cafe-175762.html,https://media.yellowpages-uae.com/images/placeholder.png
Jims Kitchen Table,"Masdar City, Abu Dhabi",Abu Dhabi,,02-4919401,https://www.yellowpages-uae.com/jims-kitchen-table-175654.html,https://media.yellowpages-uae.com/images/placeholder.png
Jing Asia,"Crowne Plaza, Abu Dhabi Yas Island, Abu Dhabi",Abu Dhabi,,02-6563000,https://www.yellowpages-uae.com/jing-asia-175703.html,https://media.yellowpages-uae.com/images/placeholder.png
Jodha Akbar Restaurant,"225, Jumeirah St., Umm Suqeim 1, Dubai",Dubai,,04-3308863,https://www.yellowpages-uae.com/dubai-jodha-akbar-restaurant-187730.html,https://media.yellowpages-uae.com/images/placeholder.png
Johar Restaurant,"Al Fahidi St, Bur Dubai, Dubai",Dubai,12516,04-3523509,https://www.yellowpages-uae.com/johar-restaurant-111617.html,https://media.yellowpages-uae.com/images/placeholder.png
Jouharat Al Arab Refreshment,"Khalidia St, Abu Dhabi",Abu Dhabi,75256,02-6665141,https://www.yellowpages-uae.com/jouharat-al-arab-refreshment-124782.html,https://media.yellowpages-uae.com/images/placeholder.png
Juice World,"Near Al Rigga MS, Al Rigga St, Deira, Dubai",Dubai,184934,04-2999465,https://www.yellowpages-uae.com/juice-world-175247.html,https://media.yellowpages-uae.com/images/placeholder.png
Jumeira Falcon Cafeteria & Restaurant,"Al Baraka Masjid Bldg, Near Irani Hospital, Jumeirah 1, Dubai",Dubai,,04-3455540,https://www.yellowpages-uae.com/jumeira-falcon-cafeteria-restaurant-146017.html,https://media.yellowpages-uae.com/images/placeholder.png
Just Falafel,"Hamdan St, Abu Dhabi",Abu Dhabi,,02-6262099,https://www.yellowpages-uae.com/just-falafel-145309.html,https://media.yellowpages-uae.com/images/placeholder.png
K & K Restaurant,"Ras Al Khor, Dubai",Dubai,65892,04-2896785,https://www.yellowpages-uae.com/k-k-restaurant-152390.html,https://media.yellowpages-uae.com/images/placeholder.png
Kabab Erbil Iraqi Restaurant,"Al Rigga, Dubai",Dubai,,04-2691722,https://www.yellowpages-uae.com/kabab-erbil-iraqi-restaurant-175245.html,https://media.yellowpages-uae.com/images/placeholder.png
Kabab House,"Near Dubai Hosp, Al Khaleej St, Deira, Dubai",Dubai,,04-2699980,https://www.yellowpages-uae.com/kabab-house-175345.html,https://media.yellowpages-uae.com/images/placeholder.png
Kabab Rolls,"Khalidiya Mall, Abu Dhabi",Abu Dhabi,,02-6390089,https://www.yellowpages-uae.com/kabab-rolls-145310.html,https://media.yellowpages-uae.com/images/placeholder.png
Kabab Rolls Al Barsha Restaurant LLC,"Shop 2, Barsha Business Square, Al Barsha 1, Dubai",Dubai,391143,04-3256166,https://www.yellowpages-uae.com/kabab-rolls-al-barsha-restaurant-llc-143416.html,https://media.yellowpages-uae.com/images/placeholder.png
Kababi Restaurant,"Next to Emirates NBD, Opposite Dubai Zoo, Jumeirah Beach Road, Jumeirah 1, Dubai",Dubai,,04-3435910,https://www.yellowpages-uae.com/al-barza-restaurant-and-cafe-175496.html,https://media.yellowpages-uae.com/images/placeholder.png
